,,,Number,Type,2012,2013,2014,2015
51510,Alexandria (Independent City),VA,4,  Government and government enterprises,3563424,3570180,3649938,3651384
51550,Chesapeake (Independent City),VA,1,All Industries,9320962,9642550,9564412,9886452
51550,Chesapeake (Independent City),VA,2,  Private goods-producing industries,1127825,1171898,1091377,1130562
51550,Chesapeake (Independent City),VA,3,  Private services-providing industries,6947379,7230048,7261683,7561365
51550,Chesapeake (Independent City),VA,4,  Government and government enterprises,1245758,1241054,1214769,1200489
51650,Hampton (Independent City),VA,1,All Industries,6326584,6437080,6497162,6425656
51650,Hampton (Independent City),VA,2,  Private goods-producing industries,369804,406007,474978,455695
51650,Hampton (Independent City),VA,3,  Private services-providing industries,3361090,3465419,3444025,3481672
51650,Hampton (Independent City),VA,4,  Government and government enterprises,2595690,2565868,2578708,2489653
51700,Newport News (Independent City),VA,1,All Industries,11568021,11854020,11255019,11572706
51700,Newport News (Independent City),VA,2,  Private goods-producing industries,3672446,3702986,3138879,3321026
51700,Newport News (Independent City),VA,3,  Private services-providing industries,5430974,5735601,5770602,5914223
51700,Newport News (Independent City),VA,4,  Government and government enterprises,2464602,2415693,2350151,2340673
51710,Norfolk (Independent City),VA,1,All Industries,20659234,20676003,20792565,21373985
51710,Norfolk (Independent City),VA,2,  Private goods-producing industries,1041452,1035308,875286,969710
51710,Norfolk (Independent City),VA,3,  Private services-providing industries,10425433,10836041,10838875,10906858
51710,Norfolk (Independent City),VA,4,  Government and government enterprises,9192349,8803783,9080559,9497980
51740,Portsmouth (Independent City),VA,1,All Industries,4988844,5082170,5106687,5259462
51740,Portsmouth (Independent City),VA,2,  Private goods-producing industries,389647,419193,402070,431367
51740,Portsmouth (Independent City),VA,3,  Private services-providing industries,1804870,1881335,1878581,1958054
51740,Portsmouth (Independent City),VA,4,  Government and government enterprises,2794327,2781388,2826226,2869418
51760,Richmond (Independent City),VA,1,All Industries,21200615,21078809,19853710,18944940
51760,Richmond (Independent City),VA,2,  Private goods-producing industries,4375498,4565474,3491177,2495944
51760,Richmond (Independent City),VA,3,  Private services-providing industries,13195879,12885709,12711635,12772018
51760,Richmond (Independent City),VA,4,  Government and government enterprises,3629237,3627766,3655951,3711191
51770,Roanoke (Independent City),VA,1,All Industries,6628603,6631428,6471233,6445988
51770,Roanoke (Independent City),VA,2,  Private goods-producing industries,1174353,1055237,975008,1015468
51770,Roanoke (Independent City),VA,3,  Private services-providing industries,4828862,4935318,4867014,4798471
51770,Roanoke (Independent City),VA,4,  Government and government enterprises,625388,640383,628943,630597
51800,Suffolk (Independent City),VA,1,All Industries,3926925,4369093,4250694,4425996
51800,Suffolk (Independent City),VA,2,  Private goods-producing industries,1430394,1590410,1558929,1623947
51800,Suffolk (Independent City),VA,3,  Private services-providing industries,2024506,2269206,2157003,2203412
51800,Suffolk (Independent City),VA,4,  Government and government enterprises,472025,509605,533757,596090
51810,Virginia Beach (Independent City),VA,1,All Industries,24158365,23199227,23819787,25043602
51810,Virginia Beach (Independent City),VA,2,  Private goods-producing industries,1398200,1576380,1561709,1785229
51810,Virginia Beach (Independent City),VA,3,  Private services-providing industries,17988277,17081424,17814951,18868342
51810,Virginia Beach (Independent City),VA,4,  Government and government enterprises,4771888,4540243,4444917,4386944
51901,Albemarle + Charlottesville,VA,1,All Industries,8114874,8081776,8257304,8429925
51901,Albemarle + Charlottesville,VA,2,  Private goods-producing industries,703180,726922,751573,775632
51901,Albemarle + Charlottesville,VA,3,  Private services-providing industries,4795900,4753270,4864549,4855722
51901,Albemarle + Charlottesville,VA,4,  Government and government enterprises,2615794,2601586,2641600,2795425
51903,Alleghany + Covington,VA,1,All Industries,762524,804603,764267,814218
51903,Alleghany + Covington,VA,2,  Private goods-producing industries,315823,341560,296918,328813
51903,Alleghany + Covington,VA,3,  Private services-providing industries,349532,367116,375644,394619
51903,Alleghany + Covington,VA,4,  Government and government enterprises,97169,95859,92418,91321
51907,"Augusta, Staunton + Waynesboro",VA,1,All Industries,3551854,3632265,3651235,3796266
51907,"Augusta, Staunton + Waynesboro",VA,2,  Private goods-producing industries,1354295,1425811,1385871,1506224
51907,"Augusta, Staunton + Waynesboro",VA,3,  Private services-providing industries,1654688,1664068,1729629,1751212
51907,"Augusta, Staunton + Waynesboro",VA,4,  Government and government enterprises,542871,542407,536694,538612
51911,Campbell + Lynchburg,VA,1,All Industries,5682726,5600878,5592429,5577296
51911,Campbell + Lynchburg,VA,2,  Private goods-producing industries,1879119,1741783,1667983,1647234
51911,Campbell + Lynchburg,VA,3,  Private services-providing industries,3327052,3392438,3464919,3458377
51911,Campbell + Lynchburg,VA,4,  Government and government enterprises,476554,467020,460953,473142
51913,Carroll + Galax,VA,1,All Industries,655512,662361,659584,669822
51913,Carroll + Galax,VA,2,  Private goods-producing industries,202528,205141,206542,224848
51913,Carroll + Galax,VA,3,  Private services-providing industries,311322,314345,312407,304447
51913,Carroll + Galax,VA,4,  Government and government enterprises,141662,142875,140631,140234
51918,"Dinwiddie, Colonial Heights + Petersburg    Virginia",VA,1,All Industries,2049539,2038710,1986495,2066669
51918,"Dinwiddie, Colonial Heights + Petersburg    Virginia",VA,2,  Private goods-producing industries,519162,468395,410391,384150
51918,"Dinwiddie, Colonial Heights + Petersburg    Virginia",VA,3,  Private services-providing industries,1048245,1103304,1135162,1259794
51918,"Dinwiddie, Colonial Heights + Petersburg    Virginia",VA,4,  Government and government enterprises,482132,467021,441398,424660
51919,"Fairfax, Fairfax City + Falls Church",VA,1,All Industries,93135631,93269035,93859564,95128692
51919,"Fairfax, Fairfax City + Falls Church",VA,2,  Private goods-producing industries,4992299,4813284,4681980,4457049
51919,"Fairfax, Fairfax City + Falls Church",VA,3,  Private services-providing industries,74844976,75050920,75666688,76997547
51919,"Fairfax, Fairfax City + Falls Church",VA,4,  Government and government enterprises,13298356,13405643,13517448,13700618
51921,Frederick + Winchester,VA,1,All Industries,4356770,4220295,4163819,4370787
51921,Frederick + Winchester,VA,2,  Private goods-producing industries,1567223,1416818,1316721,1395503
51921,Frederick + Winchester,VA,3,  Private services-providing industries,2149759,2154717,2173813,2252179
51921,Frederick + Winchester,VA,4,  Government and government enterprises,639789,648915,673960,722939
51923,Greensville + Emporia,VA,1,All Industries,567643,652804,692489,678732
51923,Greensville + Emporia,VA,2,  Private goods-producing industries,249395,338792,378341,362467
51923,Greensville + Emporia,VA,3,  Private services-providing industries,203616,197864,199955,202303
51923,Greensville + Emporia,VA,4,  Government and government enterprises,114632,115732,113289,113516
51929,Henry + Martinsville,VA,1,All Industries,1521429,1506316,1529432,1666794
51929,Henry + Martinsville,VA,2,  Private goods-producing industries,486057,462087,444563,512675
51929,Henry + Martinsville,VA,3,  Private services-providing industries,805175,810618,853217,920523
51929,Henry + Martinsville,VA,4,  Government and government enterprises,230197,233656,232261,234085
51931,James City + Williamsburg,VA,1,All Industries,3991029,3879837,3765940,3716340
51931,James City + Williamsburg,VA,2,  Private goods-producing industries,1030248,872186,758600,770167
51931,James City + Williamsburg,VA,3,  Private services-providing industries,2314823,2407787,2402494,2323039
51931,James City + Williamsburg,VA,4,  Government and government enterprises,645959,600315,606179,622718
51933,Montgomery + Radford,VA,1,All Industries,3911187,4138015,4336710,4599741
51933,Montgomery + Radford,VA,2,  Private goods-producing industries,1014938,1100577,1239195,1430485
51933,Montgomery + Radford,VA,3,  Private services-providing industries,1662104,1785172,1831831,1865023
51933,Montgomery + Radford,VA,4,  Government and government enterprises,1234144,1252806,1266957,1304439
51939,Pittsylvania + Danville,VA,1,All Industries,2551152,2540451,2468214,2414784
51939,Pittsylvania + Danville,VA,2,  Private goods-producing industries,1065906,1060293,982016,931766
51939,Pittsylvania + Danville,VA,3,  Private services-providing industries,1084748,1086004,1100039,1090077
51939,Pittsylvania + Danville,VA,4,  Government and government enterprises,400498,394199,386566,393490
51941,Prince George + Hopewell,VA,1,All Industries,3506139,3445000,3261042,3264316
51941,Prince George + Hopewell,VA,2,  Private goods-producing industries,724348,611843,494469,443117
51941,Prince George + Hopewell,VA,3,  Private services-providing industries,704819,759487,764552,783061
51941,Prince George + Hopewell,VA,4,  Government and government enterprises,2076972,2074358,2004249,2041832
51942,"Prince William, Manassas + Manassas Park    Virginia",VA,1,All Industries,13690952,13848674,14165261,14236756
51942,"Prince William, Manassas + Manassas Park    Virginia",VA,2,  Private goods-producing industries,2031261,2139190,2175726,2186119
51942,"Prince William, Manassas + Manassas Park    Virginia",VA,3,  Private services-providing industries,7987626,7927504,8075204,8076485
51942,"Prince William, Manassas + Manassas Park    Virginia",VA,4,  Government and government enterprises,3672064,3781211,3913217,3972078
51944,Roanoke + Salem,VA,1,All Industries,4914307,5050655,5093903,5211116
51944,Roanoke + Salem,VA,2,  Private goods-producing industries,1211064,1249855,1289429,1403020
51944,Roanoke + Salem,VA,3,  Private services-providing industries,3030161,3104194,3109643,3110810
51944,Roanoke + Salem,VA,4,  Government and government enterprises,673081,696529,694373,694298
51945,"Rockbridge, Buena Vista + Lexington",VA,1,All Industries,895907,834355,831441,825129
51945,"Rockbridge, Buena Vista + Lexington",VA,2,  Private goods-producing industries,248422,214306,203711,205057
51945,"Rockbridge, Buena Vista + Lexington",VA,3,  Private services-providing industries,470765,441897,447945,442419
51945,"Rockbridge, Buena Vista + Lexington",VA,4,  Government and government enterprises,176720,178031,179653,177528
51947,Rockingham + Harrisonburg,VA,1,All Industries,4895259,4938757,4752836,4688087
51947,Rockingham + Harrisonburg,VA,2,  Private goods-producing industries,1655350,1599308,1459197,1404605
51947,Rockingham + Harrisonburg,VA,3,  Private services-providing industries,2542211,2644268,2592116,2558675
51947,Rockingham + Harrisonburg,VA,4,  Government and government enterprises,697698,695356,701561,724394
51949,Southampton + Franklin,VA,1,All Industries,545672,523149,517086,532240
51949,Southampton + Franklin,VA,2,  Private goods-producing industries,136074,107504,101567,105971
51949,Southampton + Franklin,VA,3,  Private services-providing industries,255995,264850,267925,279215
51949,Southampton + Franklin,VA,4,  Government and government enterprises,153604,150858,147729,147377
51951,Spotsylvania + Fredericksburg,VA,1,All Industries,3957508,4132791,4116525,4367278
51951,Spotsylvania + Fredericksburg,VA,2,  Private goods-producing industries,344678,377150,400745,426290
51951,Spotsylvania + Fredericksburg,VA,3,  Private services-providing industries,2968227,3100768,3065472,3274250
51951,Spotsylvania + Fredericksburg,VA,4,  Government and government enterprises,644603,654973,649976,667295
51953,Washington + Bristol,VA,1,All Industries,2842072,2647331,2301846,2246254
51953,Washington + Bristol,VA,2,  Private goods-producing industries,1170446,1014086,677659,679772
51953,Washington + Bristol,VA,3,  Private services-providing industries,1356330,1309261,1305207,1247520
51953,Washington + Bristol,VA,4,  Government and government enterprises,315296,322610,311202,311618
51955,Wise + Norton,VA,1,All Industries,1356435,1240265,1251720,1207899
51955,Wise + Norton,VA,2,  Private goods-producing industries,437516,340875,353295,296450
51955,Wise + Norton,VA,3,  Private services-providing industries,645715,624908,631521,639184
51955,Wise + Norton,VA,4,  Government and government enterprises,273204,272672,265830,266704
51958,York + Poquoson,VA,1,All Industries,2000619,2144661,2134816,2160947
51958,York + Poquoson,VA,2,  Private goods-producing industries,193755,225675,234468,231293
51958,York + Poquoson,VA,3,  Private services-providing industries,1270058,1406826,1380980,1398881
51958,York + Poquoson,VA,4,  Government and government enterprises,536806,512284,519350,530773
53001,Adams,WA,1,All Industries,672538,707344,726445,726187
53001,Adams,WA,2,  Private goods-producing industries,306648,311428,331842,382597
53001,Adams,WA,3,  Private services-providing industries,260992,292833,292451,245349
53001,Adams,WA,4,  Government and government enterprises,104897,103201,102576,103324
53003,Asotin,WA,1,All Industries,470123,450310,441587,448935
53003,Asotin,WA,2,  Private goods-producing industries,98443,101229,101824,109224
53003,Asotin,WA,3,  Private services-providing industries,294364,272676,262961,266019
53003,Asotin,WA,4,  Government and government enterprises,77316,76349,76661,73554
53005,Benton,WA,1,All Industries,8424572,8272476,8309224,8262332
53005,Benton,WA,2,  Private goods-producing industries,1230560,1281078,1299221,1468555
53005,Benton,WA,3,  Private services-providing industries,5968133,5758065,5774133,5582399
53005,Benton,WA,4,  Government and government enterprises,1225879,1232840,1235292,1208378
53007,Chelan,WA,1,All Industries,3432993,3354497,3352920,3438342
53007,Chelan,WA,2,  Private goods-producing industries,731705,771831,825281,980530
53007,Chelan,WA,3,  Private services-providing industries,2142674,2036094,1976107,1914131
53007,Chelan,WA,4,  Government and government enterprises,558614,546657,552528,553858
53009,Clallam,WA,1,All Industries,1846767,1922855,1913732,1846759
53009,Clallam,WA,2,  Private goods-producing industries,397475,452172,455255,377717
53009,Clallam,WA,3,  Private services-providing industries,829409,859554,847665,868096
53009,Clallam,WA,4,  Government and government enterprises,619883,611010,610489,602685
53011,Clark,WA,1,All Industries,14555395,15575313,16551207,16478621
53011,Clark,WA,2,  Private goods-producing industries,2315536,2481079,2262934,2298502
53011,Clark,WA,3,  Private services-providing industries,10093919,10957790,12126005,12060864
53011,Clark,WA,4,  Government and government enterprises,2145939,2137579,2168557,2125504
53013,Columbia,WA,1,All Industries,218676,221042,261558,293514
53013,Columbia,WA,2,  Private goods-producing industries,37683,58742,83981,111669
53013,Columbia,WA,3,  Private services-providing industries,145359,126131,140885,145926
53013,Columbia,WA,4,  Government and government enterprises,35634,36191,37250,37988
53015,Cowlitz,WA,1,All Industries,3348934,3414671,3553598,3523590
53015,Cowlitz,WA,2,  Private goods-producing industries,1248530,1279994,1280372,1304308
53015,Cowlitz,WA,3,  Private services-providing industries,1662698,1704934,1828661,1778743
53015,Cowlitz,WA,4,  Government and government enterprises,437706,429832,446126,440686
53017,Douglas,WA,1,All Industries,1300739,1304623,1259763,1310545
53017,Douglas,WA,2,  Private goods-producing industries,190802,180302,187893,250475
53017,Douglas,WA,3,  Private services-providing industries,913575,918533,882568,879435
53017,Douglas,WA,4,  Government and government enterprises,196362,205765,189734,186862
53019,Ferry,WA,1,All Industries,128507,123553,129405,126062
53019,Ferry,WA,2,  Private goods-producing industries,28938,28493,31243,31475
53019,Ferry,WA,3,  Private services-providing industries,30103,29220,30712,28329
53019,Ferry,WA,4,  Government and government enterprises,69467,65836,67399,66131
53021,Franklin,WA,1,All Industries,2692127,2844300,3016524,3225255
53021,Franklin,WA,2,  Private goods-producing industries,924194,1003270,1131064,1385271
53021,Franklin,WA,3,  Private services-providing industries,1290056,1361960,1412640,1373335
53021,Franklin,WA,4,  Government and government enterprises,477877,479184,474333,477501
53023,Garfield,WA,1,All Industries,104189,146657,106386,99034
53023,Garfield,WA,2,  Private goods-producing industries,(D),15541,(D),21584
53023,Garfield,WA,3,  Private services-providing industries,(D),92130,(D),41394
53023,Garfield,WA,4,  Government and government enterprises,41244,38986,39023,37477
53025,Grant,WA,1,All Industries,4365540,4286790,4203799,4513526
53025,Grant,WA,2,  Private goods-producing industries,1455264,1480985,1503721,1786339
53025,Grant,WA,3,  Private services-providing industries,2238960,2123221,2000829,2068289
53025,Grant,WA,4,  Government and government enterprises,671316,682449,700773,676681
53027,Grays Harbor,WA,1,All Industries,1862988,1886749,1877257,1846782
53027,Grays Harbor,WA,2,  Private goods-producing industries,492946,500744,484942,457296
53027,Grays Harbor,WA,3,  Private services-providing industries,909225,930749,932562,935557
53027,Grays Harbor,WA,4,  Government and government enterprises,460817,455335,460311,455581
53029,Island,WA,1,All Industries,2151057,2171293,2214828,2299646
53029,Island,WA,2,  Private goods-producing industries,211643,214423,221025,222028
53029,Island,WA,3,  Private services-providing industries,825427,883489,919787,1010749
53029,Island,WA,4,  Government and government enterprises,1113987,1073265,1073842,1066957
53031,Jefferson,WA,1,All Industries,659288,679904,675875,696943
53031,Jefferson,WA,2,  Private goods-producing industries,135534,142003,131510,136084
53031,Jefferson,WA,3,  Private services-providing industries,341928,352272,361270,372357
53031,Jefferson,WA,4,  Government and government enterprises,181826,185628,183280,188688
53033,King,WA,1,All Industries,217205401,224611395,236017941,247476535
53033,King,WA,2,  Private goods-producing industries,35759509,38189317,41377457,40287226
53033,King,WA,3,  Private services-providing industries,164020135,168797752,176733961,189430597
53033,King,WA,4,  Government and government enterprises,17425758,17624723,17908495,17873148
53035,Kitsap,WA,1,All Industries,9275393,9384425,9869313,9903950
53035,Kitsap,WA,2,  Private goods-producing industries,620943,653509,649103,645168
53035,Kitsap,WA,3,  Private services-providing industries,3987133,4280515,4557779,4596179
53035,Kitsap,WA,4,  Government and government enterprises,4667317,4449962,4662991,4663569
53037,Kittitas,WA,1,All Industries,1260264,1251639,1268231,1262638
53037,Kittitas,WA,2,  Private goods-producing industries,234304,210643,246275,273159
53037,Kittitas,WA,3,  Private services-providing industries,662241,679157,682341,642026
53037,Kittitas,WA,4,  Government and government enterprises,363719,361921,340656,349824
53039,Klickitat,WA,1,All Industries,972753,1032221,1092409,1214147
53039,Klickitat,WA,2,  Private goods-producing industries,185664,198673,203554,304351
53039,Klickitat,WA,3,  Private services-providing industries,655812,708684,765946,792138
53039,Klickitat,WA,4,  Government and government enterprises,131276,124955,123070,123322
53041,Lewis,WA,1,All Industries,2088829,2167697,2210180,2236554
53041,Lewis,WA,2,  Private goods-producing industries,498166,489395,521843,537156
53041,Lewis,WA,3,  Private services-providing industries,1225252,1319094,1327674,1349611
53041,Lewis,WA,4,  Government and government enterprises,365411,359859,360307,349201
53043,Lincoln,WA,1,All Industries,321551,331970,343622,342212
53043,Lincoln,WA,2,  Private goods-producing industries,113315,122304,133335,154912
53043,Lincoln,WA,3,  Private services-providing industries,124809,128422,128500,111611
53043,Lincoln,WA,4,  Government and government enterprises,83427,81273,82160,79692
53045,Mason,WA,1,All Industries,1067154,1103934,1142705,1094123
53045,Mason,WA,2,  Private goods-producing industries,216596,229622,226808,213418
53045,Mason,WA,3,  Private services-providing industries,442625,471266,508941,478824
53045,Mason,WA,4,  Government and government enterprises,407933,403099,408048,402834
53047,Okanogan,WA,1,All Industries,1064251,1079832,1117752,1189017
53047,Okanogan,WA,2,  Private goods-producing industries,310500,327609,357439,451953
53047,Okanogan,WA,3,  Private services-providing industries,403537,409081,409820,393433
53047,Okanogan,WA,4,  Government and government enterprises,350214,343203,350967,351007
53049,Pacific,WA,1,All Industries,451320,471357,498722,478084
53049,Pacific,WA,2,  Private goods-producing industries,117726,124556,125260,126570
53049,Pacific,WA,3,  Private services-providing industries,183939,200794,225565,209425
53049,Pacific,WA,4,  Government and government enterprises,149654,146056,148280,142230
53051,Pend Oreille,WA,1,All Industries,383354,366811,385711,387135
53051,Pend Oreille,WA,2,  Private goods-producing industries,61615,61486,61814,76400
53051,Pend Oreille,WA,3,  Private services-providing industries,201403,189324,209049,196826
53051,Pend Oreille,WA,4,  Government and government enterprises,120337,115995,114728,114427
53053,Pierce,WA,1,All Industries,31758298,32347140,32345212,31998370
53053,Pierce,WA,2,  Private goods-producing industries,4399144,4892073,4733406,5255374
53053,Pierce,WA,3,  Private services-providing industries,17446130,17864097,18360292,17768357
53053,Pierce,WA,4,  Government and government enterprises,9913024,9596678,9255768,8993483
53055,San Juan,WA,1,All Industries,492193,496163,531224,541728
53055,San Juan,WA,2,  Private goods-producing industries,85380,84308,78885,78211
53055,San Juan,WA,3,  Private services-providing industries,333120,349019,390542,404018
53055,San Juan,WA,4,  Government and government enterprises,73693,62924,62216,60074
53057,Skagit,WA,1,All Industries,5003381,5174465,5244025,5875244
53057,Skagit,WA,2,  Private goods-producing industries,1976991,2056673,2017597,2628391
53057,Skagit,WA,3,  Private services-providing industries,2143009,2242581,2367638,2428160
53057,Skagit,WA,4,  Government and government enterprises,883381,875888,854336,864304
53059,Skamania,WA,1,All Industries,187425,190963,198681,188735
53059,Skamania,WA,2,  Private goods-producing industries,29890,34207,33714,35121
53059,Skamania,WA,3,  Private services-providing industries,101705,104847,113875,106135
53059,Skamania,WA,4,  Government and government enterprises,55830,51838,51140,47298
53061,Snohomish,WA,1,All Industries,32297192,31907600,31115590,34441293
53061,Snohomish,WA,2,  Private goods-producing industries,13196227,12197228,10842617,14099920
53061,Snohomish,WA,3,  Private services-providing industries,15214171,15892125,16450564,16522419
53061,Snohomish,WA,4,  Government and government enterprises,3886794,3819586,3827843,3807351
53063,Spokane,WA,1,All Industries,19077046,19597986,20307801,19406551
53063,Spokane,WA,2,  Private goods-producing industries,2567167,2813775,2897708,3054029
53063,Spokane,WA,3,  Private services-providing industries,13249914,13592192,14170662,13150686
53063,Spokane,WA,4,  Government and government enterprises,3259965,3194003,3242722,3201051
53065,Stevens,WA,1,All Industries,751855,778232,804316,811361
53065,Stevens,WA,2,  Private goods-producing industries,174823,182096,188649,184663
53065,Stevens,WA,3,  Private services-providing industries,365844,393544,413533,428424
53065,Stevens,WA,4,  Government and government enterprises,211188,202685,202337,198965
53067,Thurston,WA,1,All Industries,9563923,9652802,9954802,9701177
53067,Thurston,WA,2,  Private goods-producing industries,765458,845759,859878,923858
53067,Thurston,WA,3,  Private services-providing industries,5527217,5538482,5810299,5484128
53067,Thurston,WA,4,  Government and government enterprises,3271248,3268460,3287167,3289794
53069,Wahkiakum,WA,1,All Industries,64838,64330,60075,62639
53069,Wahkiakum,WA,2,  Private goods-producing industries,(D),24029,(D),21041
53069,Wahkiakum,WA,3,  Private services-providing industries,(D),24097,(D),25665
53069,Wahkiakum,WA,4,  Government and government enterprises,16480,16190,16452,16034
53071,Walla Walla,WA,1,All Industries,2509139,2557303,2771527,2824436
53071,Walla Walla,WA,2,  Private goods-producing industries,801803,822133,809769,862478
53071,Walla Walla,WA,3,  Private services-providing industries,1215804,1255926,1468534,1498673
53071,Walla Walla,WA,4,  Government and government enterprises,491532,479300,492520,465114
53073,Whatcom,WA,1,All Industries,8788754,9260998,9403298,11929840
53073,Whatcom,WA,2,  Private goods-producing industries,2618082,2805019,2756213,3450689
53073,Whatcom,WA,3,  Private services-providing industries,4907361,5195909,5371649,7229003
53073,Whatcom,WA,4,  Government and government enterprises,1263312,1261652,1271155,1251931
53075,Whitman,WA,1,All Industries,1734616,1767626,1802081,1840528
53075,Whitman,WA,2,  Private goods-producing industries,436925,438931,439498,537496
53075,Whitman,WA,3,  Private services-providing industries,605043,635068,645494,607486
53075,Whitman,WA,4,  Government and government enterprises,692648,693721,716758,703877
53077,Yakima,WA,1,All Industries,8309913,8186720,8266612,8535860
53077,Yakima,WA,2,  Private goods-producing industries,2780811,2680890,2730379,3249219
53077,Yakima,WA,3,  Private services-providing industries,4173278,4190181,4217872,4020040
53077,Yakima,WA,4,  Government and government enterprises,1355824,1316164,1319284,1297561
54001,Barbour,WV,1,All Industries,311529,315631,303719,298189
54001,Barbour,WV,2,  Private goods-producing industries,121776,130739,123865,117368
54001,Barbour,WV,3,  Private services-providing industries,133726,136446,134396,135567
54001,Barbour,WV,4,  Government and government enterprises,56027,48760,45621,44838
54003,Berkeley,WV,1,All Industries,2915650,2889029,2835480,2694776
54003,Berkeley,WV,2,  Private goods-producing industries,363644,349363,318288,301991
54003,Berkeley,WV,3,  Private services-providing industries,1674731,1664587,1633537,1584599
54003,Berkeley,WV,4,  Government and government enterprises,877275,875123,883985,809059
54005,Boone,WV,1,All Industries,1255899,1162977,979697,831916
54005,Boone,WV,2,  Private goods-producing industries,865491,798831,614148,467121
54005,Boone,WV,3,  Private services-providing industries,273668,250178,248444,240272
54005,Boone,WV,4,  Government and government enterprises,116740,113796,109266,106346
54007,Braxton,WV,1,All Industries,268683,265777,263008,276268
54007,Braxton,WV,2,  Private goods-producing industries,50136,51067,55878,71397
54007,Braxton,WV,3,  Private services-providing industries,159491,158939,154670,152330
54007,Braxton,WV,4,  Government and government enterprises,59056,55760,52151,51703
54009,Brooke,WV,1,All Industries,768487,756449,752521,630093
54009,Brooke,WV,2,  Private goods-producing industries,416915,418947,444218,299500
54009,Brooke,WV,3,  Private services-providing industries,287998,276880,253990,266025
54009,Brooke,WV,4,  Government and government enterprises,63575,61011,57513,57122
54011,Cabell,WV,1,All Industries,4477526,4481023,4543036,4623310
54011,Cabell,WV,2,  Private goods-producing industries,872216,851260,848523,800683
54011,Cabell,WV,3,  Private services-providing industries,2963695,3003145,3081633,3207408
54011,Cabell,WV,4,  Government and government enterprises,641614,626359,612744,612151
54013,Calhoun,WV,1,All Industries,146245,138179,144807,122784
54013,Calhoun,WV,2,  Private goods-producing industries,77642,70996,77629,52077
54013,Calhoun,WV,3,  Private services-providing industries,46800,46516,48327,51245
54013,Calhoun,WV,4,  Government and government enterprises,21802,20678,18861,18008
54015,Clay,WV,1,All Industries,176242,119071,104246,96176
54015,Clay,WV,2,  Private goods-producing industries,96026,42289,31630,26023
54015,Clay,WV,3,  Private services-providing industries,45215,42917,41986,39695
54015,Clay,WV,4,  Government and government enterprises,35001,32834,29336,28826
54017,Doddridge,WV,1,All Industries,111701,143248,177885,262313
54017,Doddridge,WV,2,  Private goods-producing industries,41136,(D),107983,194652
54017,Doddridge,WV,3,  Private services-providing industries,38290,(D),37992,41399
54017,Doddridge,WV,4,  Government and government enterprises,32275,32094,31873,32055
54019,Fayette,WV,1,All Industries,1029698,965239,891144,885774
54019,Fayette,WV,2,  Private goods-producing industries,299084,287896,251177,220083
54019,Fayette,WV,3,  Private services-providing industries,501562,455700,434478,461939
54019,Fayette,WV,4,  Government and government enterprises,229053,221873,204377,198662
54021,Gilmer,WV,1,All Industries,224483,251651,286256,322001
54021,Gilmer,WV,2,  Private goods-producing industries,100648,130772,168237,212432
54021,Gilmer,WV,3,  Private services-providing industries,43780,41315,38715,36612
54021,Gilmer,WV,4,  Government and government enterprises,80055,79361,79269,77536
54023,Grant,WV,1,All Industries,488065,474495,456191,449727
54023,Grant,WV,2,  Private goods-producing industries,110035,99271,97407,74859
54023,Grant,WV,3,  Private services-providing industries,318457,317039,300723,316761
54023,Grant,WV,4,  Government and government enterprises,59572,58190,58062,58010
54025,Greenbrier,WV,1,All Industries,1048965,1029634,1120852,1272022
54025,Greenbrier,WV,2,  Private goods-producing industries,177676,171013,288105,522994
54025,Greenbrier,WV,3,  Private services-providing industries,699026,689368,674847,619119
54025,Greenbrier,WV,4,  Government and government enterprises,172263,169267,159247,154167
54027,Hampshire,WV,1,All Industries,303752,301696,295819,303537
54027,Hampshire,WV,2,  Private goods-producing industries,51736,50941,49590,52494
54027,Hampshire,WV,3,  Private services-providing industries,167946,167140,166451,172258
54027,Hampshire,WV,4,  Government and government enterprises,84069,83622,79858,78814
54029,Hancock,WV,1,All Industries,1065087,1050353,1106111,1073759
54029,Hancock,WV,2,  Private goods-producing industries,555658,560288,615291,621880
54029,Hancock,WV,3,  Private services-providing industries,414042,399388,407179,373679
54029,Hancock,WV,4,  Government and government enterprises,95388,91278,86888,85010
54031,Hardy,WV,1,All Industries,354096,384971,365486,359959
54031,Hardy,WV,2,  Private goods-producing industries,146023,179229,162288,152934
54031,Hardy,WV,3,  Private services-providing industries,157109,155523,155220,159561
54031,Hardy,WV,4,  Government and government enterprises,50964,50307,48011,47402
54033,Harrison,WV,1,All Industries,3714377,4186034,4496936,4715082
54033,Harrison,WV,2,  Private goods-producing industries,737840,1061204,1318848,1400176
54033,Harrison,WV,3,  Private services-providing industries,2184294,2338219,2412243,2548377
54033,Harrison,WV,4,  Government and government enterprises,792242,784641,762048,754200
54035,Jackson,WV,1,All Industries,739356,768986,749825,795528
54035,Jackson,WV,2,  Private goods-producing industries,280220,336562,296463,310016
54035,Jackson,WV,3,  Private services-providing industries,359707,339143,362890,395266
54035,Jackson,WV,4,  Government and government enterprises,99429,95108,90489,89642
54037,Jefferson,WV,1,All Industries,1334344,1305835,1281981,1307463
54037,Jefferson,WV,2,  Private goods-producing industries,151014,133755,119953,123442
54037,Jefferson,WV,3,  Private services-providing industries,879850,869288,863316,822634
54037,Jefferson,WV,4,  Government and government enterprises,303479,302802,298820,360772
54039,Kanawha,WV,1,All Industries,11498386,11187676,10857679,10678116
